date,name,ab_battles,ab_win_rate,ab_air_frags_per_battle,ab_air_frags_per_death,ab_ground_frags_per_battle,ab_ground_frags_per_death,rb_battles,rb_win_rate,rb_air_frags_per_battle,rb_air_frags_per_death,rb_ground_frags_per_battle,rb_ground_frags_per_death,sb_battles,sb_win_rate,sb_air_frags_per_battle,sb_air_frags_per_death,sb_ground_frags_per_battle,sb_ground_frags_per_death,alt_name,wk_name,nation,cls,ab_br,rb_br,sb_br,ab_repair,rb_repair,sb_repair,is_premium,ab_rp_rate,ab_sl_rate,rb_rp_rate,rb_sl_rate,sb_rp_rate,sb_sl_rate
2024-10-11,cn_type_62,43.0,,,,2.54,1.0,198.0,44.51,,,2.76,1.79,,,,,,,Type_62,Type_62,China,Ground_vehicles,6.7,6.7,6.7,3835.0,4684.0,6276.0,False,178.0,110.0,178.0,150.0,178.0,200.0
2024-10-11,fr_m26_pershing,47.0,50.0,0.24,0.19,2.53,3.42,535.0,61.66,,,2.4,1.98,,,,,,,M26,M26_(France),France,Ground_vehicles,6.7,6.7,6.7,4279.0,4981.0,6509.0,False,172.0,120.0,172.0,180.0,172.0,200.0
2024-10-11,us_t26e4_superpershing,274.0,65.88,0.08,0.09,5.84,4.23,1455.0,60.03,,,2.41,2.54,,,,,,,T26E1-1,T26E1-1,USA,Ground_vehicles,6.7,6.7,6.7,5445.0,5810.0,7925.0,False,172.0,130.0,172.0,180.0,172.0,210.0
2024-10-11,germ_pzkpfw_VI_ausf_b_tiger_IIp,251.0,54.73,,,3.09,5.05,1571.0,31.86,,,1.4,1.29,56.0,18.33,,,4.37,3.48,Tiger_II_(P),Tiger_II_(P),Germany,Ground_vehicles,6.7,6.7,6.7,5445.0,5595.0,7925.0,False,172.0,130.0,172.0,190.0,172.0,210.0
2024-10-11,cn_su_100_1945,24.0,,,,1.0,1.0,60.0,34.31,,,3.31,2.03,,,,,,,SU-100_(China),SU-100_(China),China,Ground_vehicles,6.0,6.0,6.0,4278.0,4973.0,6516.0,False,172.0,120.0,172.0,190.0,172.0,250.0
2024-10-11,uk_fv4004_conway,35.0,50.0,0.5,0.33,1.77,2.04,95.0,76.28,,,2.57,2.28,,,,,,,Conway,Conway,Britain,Ground_vehicles,6.7,7.0,7.0,5264.0,5935.0,8657.0,False,178.0,130.0,178.0,210.0,178.0,240.0
2024-10-11,jp_st_a3,117.0,50.56,,,4.9,2.3,703.0,49.42,,,2.9,1.99,,,,,,,ST-A3,ST-A3,Japan,Ground_vehicles,6.7,6.7,6.7,4603.0,5385.0,7009.0,False,178.0,120.0,178.0,180.0,178.0,210.0
2024-10-11,uk_g6_spg,37.0,50.0,,,3.25,3.25,175.0,65.56,0.41,0.23,3.62,2.07,,,,,,,G6,G6,Britain,Ground_vehicles,6.7,6.7,6.7,4272.0,4745.0,6974.0,False,166.0,120.0,166.0,190.0,166.0,210.0
2024-10-11,sw_pbv_501,69.0,50.0,,,0.82,0.61,1083.0,60.19,,,1.81,1.41,,,,,,,Pbv_501,Pbv_501,Sweden,Ground_vehicles,6.7,6.7,6.7,3835.0,4686.0,6278.0,False,178.0,110.0,178.0,150.0,178.0,200.0
2024-10-11,germ_pzkpfw_VI_ausf_b_tiger_IIh_sla,283.0,73.5,,,4.53,4.32,1473.0,49.26,,,4.96,4.17,60.0,55.88,,,4.38,4.96,Tiger_II_(H)_Sla.16,Tiger_II_(H)_Sla.16,Germany,Ground_vehicles,7.0,6.7,6.7,3301.0,3401.0,4645.0,True,368.0,280.0,368.0,400.0,368.0,440.0
2024-10-11,it_m109g,72.0,65.22,0.68,1.34,2.73,2.75,134.0,100.0,,,4.98,1.95,,,,,,,M109G,M109G_(Italy),Italy,Ground_vehicles,6.0,6.0,6.0,4279.0,4973.0,6515.0,False,172.0,120.0,172.0,190.0,172.0,250.0
2024-10-11,cn_plz_83,9.0,50.0,,,1.0,1.0,112.0,90.25,,,2.57,1.55,,,,,,,PLZ83,PLZ83,China,Ground_vehicles,6.3,6.3,6.3,4818.0,5411.0,7345.0,False,178.0,130.0,178.0,200.0,178.0,250.0
2024-10-11,il_m109,78.0,70.51,,,1.68,2.38,146.0,64.94,,,4.65,3.02,,,,,,,M109_(Israel),M109_(Israel),Israel,Ground_vehicles,6.0,6.0,6.0,3017.0,3552.0,4664.0,False,160.0,100.0,160.0,160.0,160.0,220.0
2024-10-11,us_m50_ontos,249.0,46.2,,,1.63,1.83,801.0,57.29,,,2.41,1.88,,,,,,,M50,M50,USA,Ground_vehicles,6.7,6.7,6.7,4674.0,5314.0,7594.0,False,172.0,120.0,172.0,200.0,172.0,240.0
2024-10-11,us_m4a3e2_76w_sherman_jumbo,291.0,49.43,0.13,0.09,5.62,4.84,2106.0,64.36,,,3.79,3.1,,,,,,,M4A3E2_(76)_W,M4A3E2_(76)_W,USA,Ground_vehicles,6.3,6.3,6.3,3745.0,4030.0,5439.0,False,160.0,110.0,160.0,160.0,160.0,180.0
2024-10-11,ussr_btr_zd,141.0,54.49,1.35,2.13,1.52,2.32,1060.0,53.75,0.54,0.5,0.68,0.64,,,,,,,BTR-ZD,BTR-ZD,USSR,Ground_vehicles,5.7,6.0,6.0,3630.0,2995.0,4633.0,False,160.0,110.0,160.0,140.0,160.0,200.0
2024-10-11,jp_type_5_ho_ri_prototype,133.0,97.78,,,8.58,5.96,128.0,57.25,,,6.74,5.39,,,,,,,Ho-Ri_Prototype,Ho-Ri_Prototype,Japan,Ground_vehicles,6.7,6.7,6.7,2548.0,2788.0,4053.0,True,356.0,260.0,356.0,400.0,356.0,500.0
2024-10-11,ussr_su_100p,377.0,74.48,,,3.48,4.09,1200.0,52.9,,,2.41,2.09,,,,,,,SU-100P,SU-100P,USSR,Ground_vehicles,6.3,6.3,6.3,4818.0,5411.0,7345.0,False,178.0,130.0,178.0,200.0,178.0,250.0
2024-10-11,jp_m36b2_jgsdf,15.0,50.0,,,1.2,1.2,602.0,66.63,,,2.31,1.93,,,,,,,M36,M36_(Japan),Japan,Ground_vehicles,5.7,5.7,5.7,3002.0,3545.0,4893.0,False,160.0,100.0,160.0,160.0,160.0,210.0
2024-10-11,us_t28,,,,,,,35.0,82.54,,,3.75,4.69,,,,,,,T28,T28,USA,Ground_vehicles,6.7,6.3,6.7,2794.0,3069.0,4234.0,True,368.0,260.0,368.0,420.0,368.0,500.0
2024-10-11,fr_panhard_ebr_1954,41.0,76.47,,,2.62,2.45,413.0,62.59,,,3.6,2.35,8.0,,,,,2.0,E.B.R._(1954),E.B.R._(1954),France,Ground_vehicles,6.7,6.7,6.7,1225.0,1599.0,2105.0,True,320.0,200.0,320.0,240.0,320.0,320.0
2024-10-11,it_pzkpfw_VI_ausf_e_tiger,305.0,85.49,0.05,0.06,10.46,10.15,769.0,70.89,,,5.86,4.57,17.0,100.0,,,3.38,2.33,Tigris,Tigris,Italy,Ground_vehicles,6.0,6.0,6.0,2419.0,2717.0,3758.0,True,344.0,240.0,344.0,380.0,344.0,420.0
2024-10-11,ussr_is_2_1944_revenge,241.0,64.12,,,2.81,3.31,312.0,43.93,,,2.72,1.92,,,,,,,"IS-2_""Revenge""",IS-2_%22Revenge%22,USSR,Ground_vehicles,6.7,6.7,6.7,3282.0,3397.0,4653.0,True,368.0,280.0,368.0,400.0,368.0,440.0
2024-10-11,ussr_object_248,2.0,,,,,,112.0,58.7,,,8.48,4.27,,,,,,,Object_248,Object_248,USSR,Ground_vehicles,6.7,6.7,6.7,3282.0,3401.0,4645.0,True,368.0,280.0,368.0,400.0,368.0,440.0
2024-10-11,il_m109a1,62.0,,,,,1.68,155.0,81.31,0.19,0.17,1.68,1.48,,,,,,,Rochev,Rochev,Israel,Ground_vehicles,6.3,6.3,6.3,3894.0,4454.0,6045.0,False,166.0,110.0,166.0,180.0,166.0,230.0
2024-10-11,uk_centurion_action_x,14.0,,,,,0.71,301.0,64.09,,,2.64,1.69,,,,,,,Centurion_Action_X,Centurion_Action_X,Britain,Ground_vehicles,7.7,7.7,7.7,2743.0,3158.0,4414.0,True,380.0,260.0,380.0,400.0,380.0,440.0
2024-10-11,us_m26_t99,9.0,100.0,,,1.22,,6.0,,,,,,,,,,,,M26_T99,M26_T99,USA,Ground_vehicles,6.7,6.7,6.7,2510.0,2957.0,3847.0,True,368.0,260.0,368.0,380.0,368.0,440.0
2024-10-11,uk_ratel_90,210.0,44.24,,,2.37,1.31,784.0,61.55,,,1.97,1.58,,,,,,,Ratel_90,Ratel_90,Britain,Ground_vehicles,6.3,6.3,6.3,2533.0,3101.0,4036.0,False,160.0,100.0,160.0,130.0,160.0,160.0
2024-10-11,uk_skink_aa,9.0,,,,,,287.0,31.69,0.9,1.14,0.03,0.04,,,,,,,Skink,Skink,Britain,Ground_vehicles,6.0,5.3,5.3,3794.0,2978.0,4518.0,False,160.0,110.0,160.0,140.0,160.0,200.0
2024-10-11,us_m41_walker_bulldog,326.0,64.55,0.04,0.06,2.78,3.06,2086.0,61.3,,,1.49,1.25,,,,,,,M41A1,M41A1,USA,Ground_vehicles,6.0,6.3,6.3,2532.0,3098.0,4034.0,False,160.0,100.0,160.0,130.0,160.0,160.0
2024-10-11,cn_t_34_85_zis_53_no215,360.0,79.72,0.01,0.01,3.67,4.68,90.0,98.33,,,6.89,4.41,,,,,,,T-34-85_No.215,T-34-85_No.215,China,Ground_vehicles,5.7,5.7,5.7,1687.0,2081.0,2654.0,True,332.0,200.0,332.0,320.0,332.0,380.0
2024-10-11,cn_is_2_1943_no402,27.0,66.67,,,2.0,1.14,10.0,,,,2.5,3.8,,,,,,,IS-2_No.402,IS-2_No.402,China,Ground_vehicles,6.3,6.3,6.3,2629.0,2925.0,4053.0,True,356.0,240.0,356.0,380.0,356.0,440.0
2024-10-11,us_m551_76,303.0,56.65,0.18,0.21,2.63,3.08,2582.0,68.15,,,2.19,1.82,7.0,,,,,1.0,M551(76),M551(76),USA,Ground_vehicles,6.3,7.0,7.0,1848.0,2121.0,2914.0,True,344.0,220.0,344.0,300.0,344.0,380.0
2024-10-11,ussr_pzkpfw_V,222.0,76.75,,,2.8,4.9,307.0,68.59,,,2.36,2.65,23.0,100.0,,,1.0,1.0,T-V,T-V_(USSR),USSR,Ground_vehicles,6.0,6.0,6.0,1402.0,1758.0,2135.0,True,320.0,200.0,320.0,300.0,320.0,360.0
2024-10-11,germ_le_kpz_m41,125.0,55.02,,,1.99,2.04,1996.0,36.79,,,1.1,0.86,,,,,,,leKPz_M41,LeKPz_M41,Germany,Ground_vehicles,6.3,6.7,6.7,3600.0,4375.0,5863.0,False,172.0,110.0,172.0,150.0,172.0,190.0
2024-10-11,it_oto_r3_t20_fa,,,,,,,541.0,60.42,0.53,0.56,0.29,0.3,21.0,,,,,,R3_T20_FA-HS,R3_T20_FA-HS,Italy,Ground_vehicles,4.7,6.0,6.0,4531.0,3702.0,5842.0,False,166.0,120.0,166.0,150.0,166.0,210.0
2024-10-11,ussr_su_100_1945,96.0,61.67,,,2.86,2.2,254.0,59.5,,,4.31,2.47,,,,,,,SU-100,SU-100,USSR,Ground_vehicles,6.0,6.0,6.0,3719.0,4258.0,5711.0,False,166.0,110.0,166.0,180.0,166.0,230.0
2024-10-11,uk_ratel_20,84.0,40.74,,,0.4,0.25,292.0,60.83,,,1.51,0.76,,,,,,,Ratel_20,Ratel_20,Britain,Ground_vehicles,6.7,6.7,6.7,3069.0,3766.0,5022.0,False,166.0,100.0,166.0,140.0,166.0,170.0
2024-10-11,it_fiat_6614_106sr,,,,,,,474.0,57.74,,,2.28,1.64,22.0,,,,2.24,1.79,FIAT_6614,FIAT_6614,Italy,Ground_vehicles,6.7,6.7,6.7,3881.0,4716.0,6329.0,False,178.0,120.0,178.0,150.0,178.0,200.0
2024-10-11,uk_sherman_vc_firefly,244.0,71.04,0.12,0.17,4.66,6.0,698.0,55.53,,,2.29,2.31,,,,,,,Sherman_Firefly,Sherman_Firefly,Britain,Ground_vehicles,4.7,4.7,4.7,1420.0,1669.0,2104.0,False,142.0,70.0,142.0,110.0,142.0,130.0
2024-10-11,it_semovente_breda_501,30.0,,,,,2.33,700.0,61.17,,,3.43,2.93,18.0,50.0,,,1.5,1.03,Breda_501,Breda_501,Italy,Ground_vehicles,4.7,4.7,4.7,2086.0,2653.0,3470.0,False,154.0,100.0,154.0,150.0,154.0,190.0
2024-10-11,it_semovente_m41m_90,52.0,95.77,,,5.29,5.33,224.0,37.5,,,4.47,2.61,,,,,,,90/53_M41M,90/53_M41M,Italy,Ground_vehicles,3.7,3.7,3.7,1249.0,1499.0,1834.0,False,136.0,70.0,136.0,100.0,136.0,130.0
2024-10-11,sw_sav_fm48,923.0,81.01,0.07,0.07,5.58,5.82,921.0,59.85,,,8.48,3.7,20.0,100.0,,,2.0,1.05,SAV_20.12.48,SAV_20.12.48,Sweden,Ground_vehicles,3.7,3.7,3.7,600.0,698.0,932.0,True,272.0,140.0,272.0,200.0,272.0,260.0
2024-10-11,uk_a_22f_mk_7_churchill_crocodile,74.0,76.39,,,1.68,2.33,104.0,42.78,,,2.55,2.25,,,,,,,Churchill_Crocodile,Churchill_Crocodile,Britain,Ground_vehicles,4.7,4.7,4.7,1523.0,1755.0,1905.0,True,308.0,200.0,308.0,280.0,308.0,300.0
2024-10-11,ussr_kv_2_1940,20.0,50.0,,,3.5,7.0,2.0,,,,,,,,,,,,KV-2_(1940),KV-2_(1940),USSR,Ground_vehicles,3.7,3.7,3.7,1283.0,1352.0,1834.0,True,308.0,220.0,308.0,300.0,308.0,320.0
2024-10-11,uk_ram_90mm_aa,16.0,50.0,,,1.81,2.38,17.0,100.0,,,4.56,4.38,,,,,,,QF_3.7_Ram,QF_3.7_Ram,Britain,Ground_vehicles,5.3,5.3,5.3,1739.0,2116.0,2971.0,True,332.0,220.0,332.0,360.0,332.0,460.0
2024-10-11,cn_m42_duster,,,,,,,97.0,25.0,1.5,0.44,1.5,1.29,,,,,,,M42_(China),M42_(China),China,Ground_vehicles,5.0,4.0,4.0,1686.0,1326.0,1949.0,False,136.0,70.0,136.0,90.0,136.0,140.0
2024-10-11,germ_t_34_747,661.0,71.21,0.09,0.1,5.27,6.67,757.0,62.73,,,6.61,4.56,18.0,100.0,,,1.0,1.0,T_34_747_(r),T_34_747_(r)_(Germany),Germany,Ground_vehicles,4.3,4.3,4.3,672.0,878.0,1050.0,True,284.0,140.0,284.0,200.0,284.0,260.0
2024-10-11,fr_m4a1_sherman_fl_10,54.0,66.67,,,4.6,6.16,372.0,69.69,,,3.97,3.58,,,,,,,M4A1_(FL10),M4A1_(FL10),France,Ground_vehicles,4.7,5.0,5.0,1339.0,1536.0,1907.0,True,320.0,180.0,320.0,280.0,320.0,340.0
2024-10-11,uk_a_22f_mk_7_churchill_1944,,,,,,,85.0,100.0,,,4.88,3.92,,,,,,,Churchill_VII,Churchill_VII,Britain,Ground_vehicles,4.7,4.7,4.7,1898.0,2097.0,2878.0,False,148.0,80.0,148.0,120.0,148.0,140.0
2024-10-11,ussr_kv_2_zis_6,22.0,55.0,,,2.92,3.34,97.0,75.0,,,7.6,7.45,15.0,,,,,2.0,KV-2_(ZiS-6),KV-2_(ZiS-6),USSR,Ground_vehicles,5.0,5.0,5.0,1921.0,2085.0,2983.0,True,332.0,220.0,332.0,340.0,332.0,380.0
2024-10-11,germ_kv_2_754r,108.0,60.89,,,2.54,4.4,130.0,48.61,,,6.27,6.2,,,,,,,KW_II_754_(r),KW_II_754_(r)_(Germany),Germany,Ground_vehicles,3.7,3.7,3.7,1283.0,1352.0,1809.0,True,308.0,220.0,308.0,300.0,308.0,320.0
2024-10-11,uk_bosvark,15.0,53.33,0.73,1.0,,,196.0,46.55,1.44,1.01,,,,,,,,,Bosvark,Bosvark,Britain,Ground_vehicles,5.3,5.3,5.3,2160.0,1744.0,2605.0,False,148.0,90.0,148.0,110.0,148.0,160.0
2024-10-11,sw_t_34_1941,731.0,68.11,,,3.58,3.74,654.0,45.56,,,2.58,2.21,19.0,,,,,4.0,T-34,T-34_(Sweden),Sweden,Ground_vehicles,4.0,4.0,4.0,1265.0,1465.0,1871.0,False,136.0,60.0,136.0,90.0,136.0,110.0
2024-10-11,ussr_asu_57,9.0,,,,,,745.0,67.63,,,2.32,1.33,,,,,,,ASU-57,ASU-57,USSR,Ground_vehicles,3.7,4.3,4.3,1250.0,1575.0,2052.0,False,136.0,70.0,136.0,100.0,136.0,140.0
2024-10-11,fr_m4a4_cn_75_50,19.0,63.89,,,3.1,8.83,473.0,56.85,,,2.56,1.79,23.0,,,,,,M4A4_(SA50),M4A4_(SA50),France,Ground_vehicles,5.0,5.0,5.0,1606.0,1895.0,2415.0,False,148.0,80.0,148.0,120.0,148.0,140.0
2024-10-11,uk_concept3_ngac,109.0,95.87,,,2.42,2.2,642.0,61.83,,,1.49,1.33,,,,,,,Concept_3,Concept_3,Britain,Ground_vehicles,4.3,4.3,4.3,1068.0,1313.0,1635.0,False,136.0,60.0,136.0,80.0,136.0,110.0
2024-10-11,germ_pzsflk40_sturer_emil,168.0,59.87,,,4.68,7.29,354.0,41.4,,,3.16,2.33,,,,,,,Sturer_Emil,Sturer_Emil,Germany,Ground_vehicles,4.3,4.3,4.3,1335.0,1574.0,2050.0,False,136.0,70.0,136.0,100.0,136.0,140.0
2024-10-11,sw_a_34_comet,75.0,55.11,0.05,0.07,0.77,1.2,244.0,60.16,,,3.19,1.39,39.0,50.0,,,0.5,0.69,Comet_I,Comet_I_(Sweden),Sweden,Ground_vehicles,5.0,5.3,5.3,2037.0,2443.0,3199.0,False,154.0,80.0,154.0,130.0,154.0,160.0
2024-10-11,germ_infanterie_kampfpanzer_churchill,95.0,21.11,,,3.2,2.07,119.0,8.61,,,5.16,2.98,,,,,,,Pz.Kpfw._Churchill,Pz.Kpfw._Churchill_(Germany),Germany,Ground_vehicles,4.0,4.0,4.3,1303.0,1330.0,1894.0,True,308.0,200.0,308.0,280.0,308.0,300.0
2024-10-11,germ_sturmpanzer_IV_brummbar,413.0,56.6,,,3.19,3.94,117.0,49.52,,,5.19,6.48,16.0,,,,,1.0,Brummbär,Brummbar,Germany,Ground_vehicles,4.7,4.3,4.3,1461.0,1695.0,2190.0,True,320.0,220.0,320.0,320.0,320.0,420.0
2024-10-11,it_semovente_m43_75_46,31.0,50.0,,,2.3,3.47,101.0,52.38,,,4.03,3.1,,,,,,,75/46_M43,75/46_M43,Italy,Ground_vehicles,4.7,4.7,4.7,2249.0,2651.0,3469.0,False,154.0,100.0,154.0,150.0,154.0,190.0
2024-10-11,sw_pt_76b,50.0,52.3,0.11,0.17,0.78,1.44,581.0,59.98,,,1.13,0.83,10.0,100.0,,,1.0,1.0,PT-76,PT-76_(Sweden),Sweden,Ground_vehicles,5.0,5.3,5.3,1380.0,1700.0,2058.0,False,148.0,70.0,148.0,110.0,148.0,160.0
2024-10-11,fr_arl_44,71.0,38.89,,,4.45,4.39,874.0,56.11,,,2.4,1.98,23.0,100.0,,,2.0,2.0,ARL-44,ARL-44,France,Ground_vehicles,5.3,5.3,5.3,1796.0,2105.0,2942.0,False,148.0,90.0,148.0,140.0,148.0,170.0
2024-10-11,fr_amx_13_dca_40,14.0,,,,,,750.0,50.2,0.45,0.4,0.96,0.82,,,,,,,AMX-13_DCA_40,AMX-13_DCA_40,France,Ground_vehicles,4.7,5.0,5.0,1921.0,1523.0,2211.0,False,142.0,80.0,142.0,100.0,142.0,150.0
2024-10-11,sw_pzkpfw_IV_ausf_J,521.0,66.97,0.04,0.07,2.72,3.13,537.0,28.21,,,2.9,1.94,28.0,100.0,,,4.0,2.47,Pz.IV,Pz.IV_(Sweden),Sweden,Ground_vehicles,4.0,3.7,3.7,1430.0,1672.0,2135.0,False,142.0,70.0,142.0,100.0,142.0,120.0
2024-10-11,fr_amx_13_fl_11,159.0,84.17,,,4.65,4.92,393.0,51.99,,,1.64,1.6,,,,,,,AMX-13_(FL11),AMX-13_(FL11),France,Ground_vehicles,4.0,4.3,4.3,1343.0,1539.0,1889.0,False,142.0,60.0,142.0,90.0,142.0,120.0
2024-10-11,fr_arl_44_acl1,120.0,61.17,,,2.0,2.88,198.0,58.0,,,3.28,3.03,,,,,,,ARL-44_(ACL-1),ARL-44_(ACL-1),France,Ground_vehicles,3.7,3.7,3.7,1626.0,1667.0,2184.0,False,136.0,80.0,136.0,110.0,136.0,120.0
2024-10-11,us_m4a2_76w_sherman,210.0,80.64,,,6.54,4.59,836.0,50.2,,,3.69,2.69,12.0,,,,,1.0,M4A2_(76)_W,M4A2_(76)_W,USA,Ground_vehicles,5.3,5.3,5.3,1638.0,1925.0,2465.0,False,148.0,80.0,148.0,120.0,148.0,140.0
2024-10-11,sw_pvkv_II,499.0,75.07,0.19,0.28,4.19,6.42,375.0,43.37,,,2.67,2.49,,,,,,,Pvkv_II,Pvkv_II,Sweden,Ground_vehicles,3.7,4.0,4.0,1464.0,1751.0,2219.0,False,142.0,80.0,142.0,120.0,142.0,150.0
2024-10-11,fr_m4a3e2_sherman_jumbo,112.0,93.2,,,6.82,4.42,342.0,52.23,,,4.54,2.41,1.0,,,,,,M4A3E2,M4A3E2_(France),France,Ground_vehicles,5.3,5.7,5.7,2486.0,2691.0,3738.0,False,154.0,90.0,154.0,140.0,154.0,150.0
2024-10-11,germ_sdkfz_9_flak37,218.0,63.44,0.02,0.03,3.55,4.25,202.0,37.05,,,5.11,3.57,,,,,,,"8,8_cm_Flak_37_Sfl.","8,8_cm_Flak_37_Sfl.",Germany,Ground_vehicles,4.7,4.0,3.7,1557.0,1752.0,2110.0,False,142.0,80.0,142.0,120.0,142.0,150.0
2024-10-11,sw_l_62_anti_II,155.0,83.1,0.8,1.32,1.89,2.93,592.0,31.37,0.21,0.1,3.94,1.66,,,,,,,L-62_ANTI_II,L-62_ANTI_II,Sweden,Ground_vehicles,3.7,3.0,3.0,1557.0,1225.0,1906.0,False,136.0,80.0,136.0,90.0,136.0,110.0
2024-10-11,sw_pvkv_m43_1946,117.0,88.5,,,3.57,3.03,354.0,48.75,,,2.47,1.78,,,,,,,Pvkv_m/43_(1946),Pvkv_m/43_(1946),Sweden,Ground_vehicles,4.0,4.0,4.0,1473.0,1751.0,2219.0,False,142.0,80.0,142.0,120.0,142.0,150.0
2024-10-11,us_m4a3e8_76w_sherman,546.0,61.4,,,3.58,3.36,1467.0,61.1,,,3.85,3.23,,,,,,,M4A3_(76)_W,M4A3_(76)_W,USA,Ground_vehicles,5.3,5.7,5.7,2094.0,2511.0,3249.0,False,154.0,90.0,154.0,140.0,154.0,160.0
2024-10-11,sw_strv_m42_delat_torn,139.0,58.11,,,1.82,1.75,578.0,57.9,,,2.99,2.55,29.0,100.0,,,3.83,2.45,Strv_m/42_DT,Strv_m/42_DT,Sweden,Ground_vehicles,5.0,5.0,5.0,1606.0,1895.0,2415.0,False,148.0,80.0,148.0,120.0,148.0,140.0
2024-10-11,sw_pvkv_m43_1963,32.0,50.0,,,0.5,0.5,260.0,46.95,,,2.24,1.28,24.0,,,,,,Pvkv_m/43_(1963),Pvkv_m/43_(1963),Sweden,Ground_vehicles,4.7,5.0,5.0,1784.0,2132.0,2927.0,False,148.0,90.0,148.0,140.0,148.0,170.0
2024-10-11,sw_ikv_103,34.0,61.11,,,2.44,2.13,412.0,45.11,,,1.22,1.29,,,,,,,Ikv_103,Ikv_103,Sweden,Ground_vehicles,4.0,4.0,4.0,1651.0,1961.0,2495.0,False,148.0,90.0,148.0,130.0,148.0,170.0
2024-10-11,us_t1e1_90,37.0,23.72,0.76,0.32,10.08,5.48,301.0,84.6,,,7.3,4.66,,,,,,,T1E1_(90),T1E1_(90),USA,Ground_vehicles,5.7,5.7,5.7,2528.0,2717.0,3719.0,False,154.0,90.0,154.0,140.0,154.0,160.0
2024-10-11,germ_pzkpfw_VI_ausf_h1_tiger_animal_version,576.0,78.09,0.15,0.2,9.09,13.1,168.0,78.0,,,9.21,7.06,,,,,,,␠Tiger,Tiger_(Germany),Germany,Ground_vehicles,5.7,5.7,5.7,1595.0,1768.0,2443.0,True,320.0,200.0,320.0,300.0,320.0,340.0
2024-10-11,sw_kv_1_1942_fin,40.0,,,,,2.98,46.0,23.61,,,3.63,3.63,,,,,,,KV-1_m1942,KV-1_m1942_(Sweden),Sweden,Ground_vehicles,5.0,5.0,5.0,1616.0,1777.0,2437.0,True,320.0,200.0,320.0,300.0,320.0,340.0
2024-10-11,us_m4a1_76w_sherman,336.0,49.38,0.05,0.05,3.36,2.77,894.0,53.88,,,4.04,3.15,73.0,21.74,,,6.85,3.94,M4A1_(76)_W,M4A1_(76)_W,USA,Ground_vehicles,5.0,5.0,5.0,1243.0,1451.0,1825.0,False,136.0,60.0,136.0,90.0,136.0,110.0
2024-10-11,jp_m19,26.0,100.0,0.75,0.75,1.0,1.0,51.0,100.0,1.0,0.25,3.0,1.79,,,,,,,M19A1,M19A1_(Japan),Japan,Ground_vehicles,4.7,4.0,4.0,1706.0,1294.0,1921.0,False,136.0,70.0,136.0,90.0,136.0,130.0
2024-10-11,germ_pz_IV_L70,255.0,44.63,,,3.88,2.99,519.0,45.3,,,2.65,2.35,48.0,50.0,,,0.88,0.85,Panzer_IV/70(V),Panzer_IV/70(V),Germany,Ground_vehicles,5.3,5.7,5.7,1795.0,2104.0,2941.0,False,148.0,90.0,148.0,140.0,148.0,170.0
2024-10-11,jp_type_5_chi_ri,9.0,100.0,,,3.0,3.0,289.0,71.69,,,2.73,1.93,,,,,,,Chi-Ri_II,Chi-Ri_II,Japan,Ground_vehicles,5.0,5.0,5.0,2038.0,2410.0,3010.0,False,154.0,80.0,154.0,130.0,154.0,150.0
2024-10-11,uk_a_22b_mk_3_churchill_1942,87.0,90.56,0.39,0.45,2.07,2.67,65.0,,,,,2.12,,,,,,,Churchill_III,Churchill_III,Britain,Ground_vehicles,4.0,4.0,4.3,1592.0,1649.0,2218.0,False,136.0,70.0,136.0,100.0,136.0,100.0
2024-10-11,ussr_su_152,115.0,44.0,,,7.95,5.44,472.0,53.72,,,4.94,2.78,,,,,,,SU-152,SU-152,USSR,Ground_vehicles,4.3,4.0,4.3,1335.0,1521.0,2050.0,False,136.0,70.0,136.0,100.0,136.0,140.0
2024-10-11,jp_type_4_chi_to,118.0,68.89,,,4.98,5.58,285.0,48.61,,,2.95,2.32,,,,,,,Chi-To,Chi-To,Japan,Ground_vehicles,4.7,4.7,4.7,1619.0,1885.0,2378.0,False,148.0,80.0,148.0,120.0,148.0,140.0
2024-10-11,germ_pz_IV_L70_A,49.0,97.22,,,4.86,5.4,98.0,48.81,,,4.79,5.71,,,,,,,Panzer_IV/70(A),Panzer_IV/70(A),Germany,Ground_vehicles,4.3,4.3,4.3,1455.0,1695.0,2190.0,True,320.0,220.0,320.0,320.0,320.0,420.0
2024-10-11,fr_panhard_ebr_1951,42.0,50.0,,,5.5,3.0,737.0,66.52,,,1.64,1.16,16.0,100.0,,,1.0,1.0,E.B.R._(1951),E.B.R._(1951),France,Ground_vehicles,4.3,5.3,5.0,1777.0,2167.0,2642.0,False,154.0,80.0,154.0,120.0,154.0,160.0
2024-10-11,us_m4a3e2_sherman_jumbo_cobra_king,568.0,78.35,,,3.85,4.25,530.0,65.25,,,3.02,2.41,,,,,,,Cobra_King,Cobra_King,USA,Ground_vehicles,5.3,5.7,5.7,1595.0,1768.0,2443.0,True,320.0,200.0,320.0,300.0,320.0,340.0
2024-10-11,uk_ystervark_spaa,22.0,100.0,0.42,,0.58,,281.0,31.29,0.55,0.48,0.58,0.52,,,,,,,Ystervark,Ystervark,Britain,Ground_vehicles,4.3,4.0,4.0,1640.0,1325.0,1935.0,False,136.0,70.0,136.0,90.0,136.0,140.0
